"Tag Code","Mark File Name","Mark Data Project Code and Name","Mark Site Name","Mark Date MMDDYYYY","Release Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Hatchery Code","Hatchery Name","Mark Site Basin Name","Mark Site Basin Code","Mark Site Subbasin Code","Mark Site Subbasin Name","Release Site Basin Name","Release Site Basin Code","Release Site Subbasin Code","Release Site Subbasin Name","Stock Name","Capture Method Name","Capture Method Code","Mark Count"
"3D9.1BF110123B","DMM05112.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","4/22/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","4/22/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF110843F","DMM05119.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","4/29/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","4/29/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF110857C","DMM05116.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","4/26/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","4/26/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF112F893","DMM05112.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","4/22/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","4/22/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF12FDD0F","DMM05123.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/3/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/3/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1307A5A","DMM05122.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/2/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/3/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1555EBD","DMM05144.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/24/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/25/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF15586C6","DMM05145.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/25/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/26/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF16401F8","DMM05147.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/27/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/28/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1661679","DMM05143.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/23/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/24/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF166DA12","DMM05145.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/25/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/26/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1A1E0EA","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF1BB2A68","DMM05139.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/19/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/20/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB2E0A","DMM05126.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/6/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/7/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB2E22","DMM05126.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/6/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/7/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB36F5","DMM05132.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/12/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB3712","DMM05136.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/16/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/17/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB4057","DMM05136.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/16/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/17/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB4A3E","DMM05136.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/16/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/17/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BB641E","DMM05124.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/4/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/5/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BC5902","DMM05138.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/18/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BC61B2","DMM05139.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/19/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/20/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BC69BC","DMM05137.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/17/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/18/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BC6B1F","DMM05133.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/13/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/14/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BC72AA","DMM05139.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/19/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/20/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BCA36E","DMM05132.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/12/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BCE24E","DMM05134.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/14/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/15/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BCEE06","DMM05130.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/10/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/11/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BD3915","DMM05138.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/18/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDB82E","DMM05132.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/12/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDC7E0","DMM05138.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/18/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDED92","DMM05136.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/16/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/17/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDEF09","DMM05126.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/6/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/7/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDF122","DMM05132.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/12/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDFA73","DMM05133.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/13/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/14/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDFBAF","DMM05132.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/12/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDFC9B","DMM05134.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/14/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/15/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BDFCAB","DMM05138.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/18/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BE008C","DMM05138.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/18/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BE3B1A","DMM05129.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/9/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/10/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BEBFA5","DMM05139.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/19/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/20/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BEC00D","DMM05133.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/13/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/14/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BEC2EC","DMM05143.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/23/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/24/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BEC703","DMM05138.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/18/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/19/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BEC948","DMM05134.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/14/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/15/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BECCD5","DMM05137.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/17/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/18/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BECECD","DMM05134.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/14/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/15/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
