"Tag Code","Mark File Name","Mark Data Project Code and Name","Mark Site Name","Mark Date MMDDYYYY","Release Site Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Hatchery Code","Hatchery Name","Mark Site Basin Name","Mark Site Basin Code","Mark Site Subbasin Code","Mark Site Subbasin Name","Release Site Basin Name","Release Site Basin Code","Release Site Subbasin Code","Release Site Subbasin Name","Stock Name","Capture Method Name","Capture Method Code","Mark Count"
"3D9.1BF1BECED4","DMM05131.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/11/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/12/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BED4F0","DMM05136.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/16/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/17/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BED635","DMM05134.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/14/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/15/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BED6DB","DMM05139.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/19/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/20/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BED8CC","DMM05137.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/17/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/18/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BEDB1D","DMM05130.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/10/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/11/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF1E74","DMM05125.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/5/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/6/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF2537","DMM05125.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/5/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/6/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF32F0","DMM05130.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/10/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/11/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF44D6","DMM05131.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/11/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/12/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF800B","DMM05133.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/13/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/14/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF8109","DMM05131.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/11/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/12/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF8377","DMM05133.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/13/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/14/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF8635","DMM05133.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/13/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/14/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF8F43","DMM05131.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/11/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/12/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1BF9128","DMM05136.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","5/16/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","5/17/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Facility Raceway Collection","BPRCOL","1"
"3D9.1BF1F8CA7E","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF1FF7A21","WDM05102.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/12/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/13/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FF8CD3","WDM05115.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/25/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/26/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FF8FFE","WDM05102.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/12/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/13/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FF9AB0","WDM05101.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/11/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/12/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FFB0E0","DMM05101.TP1","DMM - Tiffani Marsh Projects","LGR - Lower Granite Dam","4/11/2005","LGRRBR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility","4/12/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FFBADC","WDM05109.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/19/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/20/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FFBD90","WDM05102.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/12/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/13/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FFCBA0","WDM05102.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/12/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/13/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FFCDE2","WDM05116.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/26/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/27/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF1FFEE69","WDM05115.SC1","WDM - Bill Muir Projects","LGR - Lower Granite Dam","4/25/2005","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","4/26/2005","3","Steelhead","2","Summer","H","Hatchery Reared","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Bypass Sub-Sample","BPSUB","1"
"3D9.1BF203410E","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20348E0","MLS05090.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","3/31/2005","TUCR - Tucannon River","4/13/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2034B21","MLS05108.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","4/18/2005","TUCR - Tucannon River","4/28/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2034EEA","MLS05122.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/2/2005","TUCR - Tucannon River","5/3/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF2035210","MLS05129.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/9/2005","TUCR - Tucannon River","5/9/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF20357AC","MLS05108.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","4/18/2005","TUCR - Tucannon River","4/27/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
"3D9.1BF203B114","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203B135","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203B18F","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203C6AC","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203C81A","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203CE8D","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203D5F8","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203DBD8","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203E0A8","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203E5D7","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203E995","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203EB38","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203FD5E","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF203FE09","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2040EE1","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2041A98","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2041D95","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2042301","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2044F16","MLS05070.TU2","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/11/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF204600D","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF20464E3","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF2047F83","MLS05069.TC1","MLS - Mark Schuck Projects","TUCH - Tucannon River Hatchery","3/10/2005","TUCR - Tucannon River","3/30/2005","3","Steelhead","2","Summer","H","Hatchery Reared","TUCH","Tucannon Hatchery","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","TUCANNON","Dip Net","DIPNET","1"
"3D9.1BF204844B","MLS05131.SMT","MLS - Mark Schuck Projects","TUCR - Tucannon River","5/11/2005","TUCR - Tucannon River","5/11/2005","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","","No Hatchery Specified","Lower Snake","170601","17060107","Lower Snake-Tucannon","Lower Snake","170601","17060107","Lower Snake-Tucannon","","Screw Trap","SCREWT","1"
