day,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1,,,,,,,,,,,,,,,,,5.417,5.519,6.071,5.842,5.917,6.283,5.975,5.896,4.471,4.983
2,,,,,,,,,,,,,,,,,5.358,5.515,5.900,5.579,5.913,6.283,6.000,5.800,4.371,4.772
3,,,,,,,,,,,,,,,,,5.265,5.374,5.633,5.179,5.738,6.200,6.000,5.788,4.267,4.528
4,,,,,,,,,,,,,,,,,5.159,5.300,5.479,4.858,5.454,6.121,5.954,5.742,4.162,4.461
5,,,,,,,,,,,,,,,,,4.904,5.233,5.525,4.496,5.450,6.108,5.813,5.533,4.096,4.522
6,,,,,,,,,,,,,,,,,4.669,5.176,5.652,4.371,5.500,6.179,5.671,5.554,3.833,4.300
7,,,,,,,,,,,,,,,,,4.638,5.055,5.795,4.117,5.483,6.138,5.517,5.438,3.875,4.200
8,,,,,,,,,,,,,,,,,4.486,4.887,5.872,3.996,5.462,5.967,5.517,5.300,3.725,4.133
9,,,,,,,,,,,,,,,,,4.365,4.726,5.878,3.863,5.375,5.842,5.413,5.233,3.671,4.017
10,,,,,,,,,,,,,,,,,4.342,4.586,5.781,3.713,5.262,5.754,5.154,5.096,3.654,3.922
11,,,,,,,,,,,,,,,,,4.350,4.491,5.580,3.238,4.992,5.650,5.083,4.979,3.571,3.750
12,,,,,,,,,,,,,,,,,4.378,4.413,5.306,2.821,4.758,5.563,5.025,4.817,3.654,3.506
13,,,,,,,,,,,,,,,,,4.321,4.317,5.075,2.648,4.621,5.442,4.692,4.763,3.679,3.400
14,,,,,,,,,,,,,,,,,4.213,4.282,,,4.571,5.242,4.187,4.679,3.687,3.483
15,,,,,,,,,,,,,,,,,4.152,4.233,4.850,,4.475,4.971,4.025,4.600,3.596,3.411
16,,,,,,,,,,,,,,,,,4.027,4.171,,2.409,4.333,4.750,3.979,4.521,3.500,3.294
17,,,,,,,,,,,,,,,,,3.822,4.091,,2.254,4.212,4.725,3.800,4.417,3.500,3.228
18,,,,,,,,,,,,,,,,,3.645,4.005,,2.096,4.167,4.700,3.788,4.396,3.500,3.133
19,,,,,,,,,,,,,,,,,3.528,4.045,4.725,2.104,4.079,4.721,3.817,4.304,3.400,3.020
20,,,,,,,,,,,,,,,,,3.470,3.945,4.675,2.254,3.971,4.683,3.896,4.329,3.179,2.967
21,,,,,,,,,,,,,,,,,3.394,3.896,4.571,2.329,3.883,4.558,3.975,4.254,3.088,2.772
22,,,,,,,,,,,,,,,,,3.346,3.900,4.583,2.300,3.779,4.442,3.896,4.196,2.988,2.617
23,,,,,,,,,,,,,,,,,3.363,3.900,4.621,2.209,3.654,4.433,3.900,4.058,2.863,2.539
24,,,,,,,,,,,,,,,,,3.389,3.900,4.608,2.188,3.496,4.375,3.937,3.888,2.742,2.567
25,,,,,,,,,,,,,,,,,,3.974,4.488,2.279,3.446,4.279,3.900,3.913,2.671,2.600
26,,,,,,,,,,,,,,,,,,3.976,4.408,2.308,3.396,4.175,3.900,3.900,2.587,2.539
27,,,,,,,,,,,,,,,,,,3.952,4.392,2.271,3.288,4.208,3.925,3.921,2.500,2.522
28,,,,,,,,,,,,,,,,,3.239,3.973,4.325,2.279,3.183,4.212,3.967,3.913,2.413,2.500
29,,,,,,,,,,,,,,,,,3.214,3.825,4.225,2.233,3.204,4.133,3.954,3.954,2.400,2.306
30,,,,,,,,,,,,,,,,,3.180,3.770,4.129,2.196,3.165,4.008,3.900,3.958,2.371,2.111
31,,,,,,,,,,,,,,,,,3.193,3.719,4.058,2.092,3.113,4.004,3.917,4.000,2.300,2.039
32,,,,,,,,,,,,,,,,,3.063,3.674,3.978,1.875,3.083,3.983,3.963,4.008,2.217,2.067
33,,,,,,,,,,,,,,,,,2.931,3.583,3.871,1.675,3.117,3.913,3.925,4.013,2.200,2.000
34,,,,,,,,,,,,,,,,,2.731,3.500,3.650,1.604,3.121,3.800,3.708,3.954,2.179,2.111
35,,,,,,,,,,,,,,,,,2.647,3.461,3.587,1.654,3.129,3.392,3.592,3.929,2.188,2.100
36,,,,,,,,,,,,,,,,,2.490,3.400,3.650,1.679,3.146,2.963,3.508,3.950,2.250,2.172
37,,,,,,,,,,,,,,,,,2.230,3.400,3.688,1.608,3.167,2.792,3.475,3.954,2.300,2.239
38,,,,,,,,,,,,,,,,,2.286,3.400,3.625,1.550,3.200,2.688,3.471,4.013,2.375,2.350
39,,,,,,,,,,,,,,,,,2.260,3.422,3.627,1.471,3.200,2.771,3.492,3.883,2.417,2.367
40,,,,,,,,,,,,,,,,,2.129,3.496,3.650,1.458,3.200,2.713,3.429,3.613,2.413,2.417
41,,,,,,,,,,,,,,,,,2.078,3.550,3.642,1.646,3.200,2.604,3.392,3.375,2.454,2.417
42,,,,,,,,,,,,,,,,,2.150,3.610,3.613,1.671,3.200,2.483,3.404,3.071,2.529,2.367
43,,,,,,,,,,,,,,,,,2.322,3.630,3.642,1.696,3.129,2.554,3.417,2.813,2.537,2.344
44,,,,,,,,,,,,,,,,,2.555,3.686,3.625,1.733,3.088,2.617,3.338,2.842,2.533,2.333
45,,,,,,,,,,,,,,,,,2.665,3.679,3.636,1.671,3.192,2.612,3.321,3.004,2.621,2.483
46,,,,,,,,,,,,,,,,,3.443,3.635,3.671,1.725,3.300,2.613,3.308,3.117,2.704,2.461
47,,,,,,,,,,,,,,,,,2.652,3.667,3.765,1.788,3.413,2.700,3.292,3.146,2.813,2.517
48,,,,,,,,,,,,,,,,,2.718,3.709,3.784,1.858,3.458,2.700,3.271,3.113,2.888,2.578
49,,,,,,,,,,,,,,,,,2.743,3.739,3.876,1.958,3.433,2.700,3.233,3.063,2.979,2.656
50,,,,,,,,,,,,,,,,,2.700,3.758,3.935,2.058,3.275,2.725,3.217,3.083,3.046,2.678
51,,,,,,,,,,,,,,,,,2.663,3.795,3.813,2.129,3.136,2.746,3.100,3.071,3.058,2.767
52,,,,,,,,,,,,,,,,,2.712,3.889,3.844,2.225,3.070,2.863,3.038,3.029,3.075,2.875
53,,,,,,,,,,,,,,,,,2.633,3.929,3.800,2.288,3.146,2.808,3.083,3.146,2.875,2.778
54,,,,,,,,,,,,,,,,,2.600,3.964,3.733,2.342,3.129,2.692,3.179,3.187,2.708,2.433
55,,,,,,,,,,,,,,,,,2.633,4.011,3.788,2.350,3.154,2.683,3.167,3.213,2.783,2.233
56,,,,,,,,,,,,,,,,,2.659,4.088,3.808,2.354,3.271,2.783,3.138,3.296,2.783,2.294
57,,,,,,,,,,,,,,,,,2.662,4.207,3.871,2.417,3.321,2.742,3.204,3.271,2.775,2.378
58,,,,,,,,,,,,,,,,,2.729,4.277,3.971,2.475,3.408,2.571,3.192,3.317,2.938,2.356
59,,,,,,,,,,,,,,,,,2.790,4.340,4.041,2.512,3.417,2.529,3.163,3.375,2.983,2.328
60,,,,,,,,,,,,,,,,,2.735,4.391,4.060,2.604,3.425,2.575,3.296,3.425,3.075,2.422
61,,,,,,,,,,,,,,,,,2.618,4.492,4.063,2.729,3.421,2.733,3.304,3.563,3.208,2.567
62,,,,,,,,,,,,,,,,,2.486,4.430,4.000,2.792,3.488,2.783,3.350,3.575,3.192,2.633
63,,,,,,,,,,,,,,,,,2.400,4.429,4.142,2.863,3.525,2.609,3.521,3.613,3.192,2.744
64,,,,,,,,,,,,,,,,,2.400,4.464,4.275,2.933,3.471,2.554,3.633,3.625,3.263,2.811
65,,,,,,,,,,,,,,,,,2.400,4.556,4.417,2.871,3.575,2.521,3.643,3.750,3.254,2.800
66,,,,,,,,,,,,,,,,,2.400,4.713,4.688,2.800,3.554,2.500,3.692,3.833,3.304,2.837
67,,,,,,,,,,,,,,,,,2.400,4.787,4.770,2.700,3.533,2.588,3.771,3.858,3.362,2.963
68,,,,,,,,,,,,,,,,,2.400,4.829,4.717,2.821,3.496,2.588,3.818,3.783,3.346,3.000
69,,,,,,,,,,,,,,,,,2.400,4.943,4.721,2.879,3.567,2.523,3.808,3.779,3.167,2.942
70,,,,,,,,,,,,,,,,,2.400,4.988,4.742,3.013,3.617,2.533,3.821,3.788,3.146,3.047
71,,,,,,,,,,,,,,,,,2.976,5.171,4.788,2.974,3.717,2.496,3.983,3.842,3.092,3.144
72,,,,,,,,,,,,,,,,,3.355,5.258,4.833,3.008,3.775,2.367,4.058,3.921,3.230,3.267
73,,,,,,,,,,,,,,,,,3.480,5.383,4.909,3.158,3.833,2.429,3.992,2.422,3.446,3.306
74,,,,,,,,,,,,,,,,,3.525,5.479,4.742,3.154,3.833,2.588,3.825,3.971,3.579,3.383
75,,,,,,,,,,,,,,,,,3.495,5.321,4.871,3.183,3.850,2.729,3.563,3.988,3.688,3.511
76,,,,,,,,,,,,,,,,,3.483,5.439,4.988,3.246,3.900,2.883,3.588,3.846,3.800,3.506
77,,,,,,,,,,,,,,,,,3.381,5.420,5.048,3.254,3.958,2.979,3.725,4.063,3.738,3.522
78,,,,,,,,,,,,,,,,,3.347,5.379,5.222,3.300,4.021,3.096,3.946,4.208,3.888,3.606
79,,,,,,,,,,,12.102,,,,,,3.241,5.278,5.221,,3.917,3.213,4.050,4.442,3.963,3.688
80,,,,,,,,,,,12.115,,,,,,3.205,5.383,5.275,3.300,3.958,3.371,4.179,4.550,3.938,3.794
81,,,,,,,,,,,12.135,,,,,,3.168,5.417,5.338,3.283,3.863,3.471,4.367,4.625,3.729,3.817
82,,,,,,,,,,,12.153,,,,,,3.189,5.367,5.429,3.408,3.617,3.625,4.533,4.500,4.046,4.017
83,,,,,,,,,,,12.174,,,,,,3.262,5.496,5.579,3.608,3.579,3.658,4.654,4.504,4.162,4.006
84,,,,,,,,,,,12.194,,,,,,3.280,5.467,5.592,3.721,3.683,3.888,4.683,4.583,4.175,4.144
85,,,,,,,,,,,12.214,,,,,,3.350,5.604,5.771,3.892,3.767,3.833,4.664,4.750,4.217,4.161
86,,,,,,,,,,4.404,12.235,,,,,,3.460,5.704,5.904,4.167,3.813,3.763,4.775,4.767,4.496,4.239
87,,,,,,,,,,4.363,12.253,,,,,,3.414,5.796,5.917,4.396,3.983,3.992,4.958,4.842,4.792,4.213
88,,,,4.561,4.266,,,,,4.410,12.272,,,,,,3.412,5.867,6.000,4.587,4.121,4.083,5.021,4.929,4.863,4.333
89,,,,4.643,4.435,,,,,4.544,12.292,3.651,,,,,3.616,5.979,5.875,4.675,4.238,4.175,5.167,4.750,4.913,4.379
90,,,,4.889,4.662,5.278,,4.624,4.504,4.278,12.312,3.697,,,,5.700,3.665,6.192,6.108,4.775,4.325,4.192,5.292,4.708,5.008,4.521
91,,,,4.931,4.850,5.245,5.120,4.692,4.472,3.743,12.332,3.609,,,,5.710,3.886,6.121,6.475,4.954,4.383,4.300,5.250,4.888,4.979,4.571
92,,,,5.041,5.155,5.174,5.093,4.789,4.273,4.529,12.351,3.630,,,,5.831,4.042,6.096,6.654,5.058,4.475,4.300,5.208,4.938,5.113,4.529
93,,,,4.995,5.007,5.133,5.231,4.775,4.213,4.708,12.371,3.810,,,,5.831,4.057,6.187,6.792,5.100,4.392,4.513,5.208,5.067,5.317,
94,,,,4.960,4.900,5.131,5.447,4.815,4.137,4.674,12.391,4.053,,,,5.802,4.100,6.077,6.996,5.100,4.417,4.633,5.283,5.225,5.196,
95,,,,4.976,5.002,5.146,5.585,4.852,4.155,4.634,12.410,4.238,,,,5.760,4.100,6.142,7.117,5.158,4.529,4.658,5.358,5.246,5.275,
96,,,,5.203,5.148,5.219,5.757,4.952,4.215,4.587,12.430,4.331,,,,6.012,4.100,6.191,6.983,5.283,4.517,4.742,5.363,5.271,5.333,
97,,,,5.197,5.181,5.135,5.940,5.157,4.442,5.241,12.450,4.616,,4.678,4.532,6.127,4.100,6.290,6.896,5.442,4.692,4.667,5.533,5.296,5.346,
98,6.643,,,5.360,5.258,5.181,5.961,5.449,4.421,5.507,12.470,4.537,,4.790,4.588,6.070,4.100,6.496,6.971,5.467,4.904,4.733,5.717,5.488,5.542,
99,6.510,,,5.492,5.397,5.507,6.116,5.583,4.565,5.815,12.489,4.551,,4.995,4.785,5.881,4.100,6.779,7.258,5.517,5.204,4.888,5.825,5.342,5.683,
100,6.483,,,5.489,5.583,5.517,6.303,5.690,4.703,5.757,12.509,4.618,,5.211,4.937,5.808,4.761,6.871,7.400,5.558,5.425,4.775,5.971,5.471,5.563,
101,6.602,,6.175,5.503,5.597,5.419,6.405,5.917,4.741,5.907,12.529,4.639,,5.417,5.070,5.982,5.825,7.029,7.588,5.710,5.458,4.850,6.221,2.317,5.492,
102,6.572,,6.343,5.529,5.313,5.595,6.704,5.863,4.895,5.932,12.549,4.583,,5.560,5.190,6.050,5.431,7.096,7.742,5.800,5.675,4.892,6.392,5.383,5.392,
103,6.700,,6.485,5.720,5.569,5.771,6.949,5.660,5.000,5.627,12.568,4.618,6.383,5.657,5.366,5.908,5.400,7.150,7.788,5.963,5.833,4.908,6.425,5.563,5.358,
104,6.777,,6.574,5.793,5.701,5.898,7.060,5.738,5.146,4.750,12.588,4.637,6.315,5.676,5.521,5.991,5.514,7.325,7.579,6.171,5.938,4.958,6.487,5.683,5.408,
105,6.786,,6.641,5.914,5.481,5.951,6.852,5.736,5.270,,12.608,4.627,6.435,5.756,5.685,6.123,5.685,7.358,7.522,6.300,6.100,4.967,6.383,5.867,5.471,
106,6.999,,6.877,6.122,5.329,5.986,6.683,5.725,5.386,2.536,12.627,4.801,6.537,5.958,5.771,6.111,6.194,7.392,7.546,6.358,6.113,4.983,6.579,6.004,5.467,
107,7.136,,6.958,6.307,5.169,6.058,6.637,5.708,5.579,5.089,12.647,4.933,6.641,6.211,5.949,6.253,6.343,7.592,7.633,6.529,6.250,5.021,6.492,6.079,5.583,
108,7.329,,6.868,6.447,5.167,6.009,6.778,5.928,5.851,,12.667,5.030,6.859,6.202,5.903,6.435,6.600,7.829,8.021,6.717,6.425,5.171,6.288,6.421,5.704,
109,7.376,,6.947,6.659,5.250,6.261,6.981,6.315,6.138,,12.686,5.199,7.116,6.245,5.991,6.618,6.513,8.079,8.325,6.829,6.475,5.271,6.304,6.750,5.883,
110,7.389,,7.039,6.787,5.366,6.414,6.961,6.444,6.370,,12.706,5.329,7.215,6.345,6.063,6.872,6.100,8.183,8.595,7.004,6.642,5.408,6.571,6.979,5.908,
111,7.602,,7.243,6.932,5.572,6.616,7.049,6.569,6.604,,12.726,5.514,7.370,6.319,6.234,6.982,6.100,8.446,8.775,7.175,6.800,5.658,6.871,6.921,6.117,
112,7.340,,7.315,7.068,5.729,6.588,7.227,7.037,6.766,,12.746,5.734,7.546,6.433,6.514,6.933,6.327,8.642,9.017,7.313,6.863,6.004,7.113,7.154,6.325,
113,7.377,,7.419,7.249,5.877,6.829,7.250,7.271,6.986,,12.766,5.738,7.507,6.630,6.738,7.032,7.147,8.586,9.092,7.321,7.050,6.112,7.263,7.229,6.663,
114,7.567,,7.646,7.288,5.917,6.821,7.524,7.491,7.104,,12.785,5.634,7.657,6.766,6.928,7.087,7.067,8.371,9.171,7.392,7.142,6.096,7.088,7.154,7.054,
115,7.768,,7.634,7.227,6.051,6.729,7.490,7.813,7.278,,12.805,5.815,7.958,6.845,7.194,7.426,,8.467,9.363,7.496,7.342,5.925,7.337,7.333,7.313,
116,7.778,,7.632,7.677,6.176,6.988,7.681,7.975,7.565,,12.825,5.778,7.866,6.900,7.426,7.733,,8.567,9.367,7.579,7.633,5.979,7.496,7.333,7.242,
117,8.469,,7.823,7.796,6.472,7.343,7.958,8.086,7.708,,12.844,5.875,7.618,6.977,7.650,8.036,,8.667,9.529,7.558,7.888,6.271,7.554,7.333,7.392,
118,8.374,7.733,8.065,7.993,6.711,7.423,7.924,8.315,7.933,,12.864,6.019,7.345,7.069,7.500,8.316,,8.617,9.700,7.613,8.004,6.358,7.379,7.263,7.508,
119,8.242,7.875,8.252,8.120,6.866,7.465,7.940,8.315,8.275,,12.884,6.009,7.100,6.954,7.778,8.304,,8.842,9.800,7.608,7.900,6.238,7.562,7.150,7.550,
120,8.019,8.075,8.509,8.155,7.191,7.459,7.912,8.257,8.329,,12.904,6.285,7.125,7.123,7.866,8.070,,9.058,10.142,7.692,8.000,6.358,7.467,7.679,7.813,
121,8.370,8.239,8.748,8.290,7.611,7.571,8.370,8.400,8.451,,12.923,6.625,7.544,7.433,8.174,7.983,,8.967,10.313,7.800,8.012,6.296,7.525,8.092,7.863,
122,8.702,8.333,8.947,8.315,7.966,7.725,8.822,8.435,8.389,,12.943,6.787,8.009,7.412,8.231,8.069,,9.488,10.604,7.854,8.138,6.475,7.613,8.158,7.908,
123,8.688,8.400,9.088,8.396,7.949,7.854,8.914,8.620,8.447,,12.963,7.005,8.051,7.424,8.299,8.391,,9.563,10.775,8.074,8.380,7.017,7.575,8.421,7.954,
124,9.148,8.461,9.317,8.510,8.155,8.019,8.549,8.507,8.595,,12.983,7.222,7.417,7.600,8.282,8.907,,9.175,10.996,8.554,8.723,7.550,8.004,8.317,8.133,
125,8.889,8.475,9.352,8.567,8.229,8.032,8.831,8.785,8.662,,13.002,7.248,7.211,7.833,8.478,9.324,,9.325,11.183,8.858,8.825,7.983,8.042,8.333,8.287,
126,8.821,8.750,9.498,8.509,8.035,7.990,9.319,8.995,8.810,,13.022,7.528,7.419,7.935,8.630,9.519,,9.663,11.204,8.833,8.942,8.208,8.158,7.913,8.342,
127,9.059,8.793,9.512,8.523,7.752,8.130,9.259,9.060,9.037,,13.042,7.671,7.573,8.009,8.863,9.556,,9.525,11.188,8.842,9.065,8.404,8.492,8.229,8.329,
128,9.243,8.978,9.493,8.745,7.988,8.202,9.254,9.275,9.037,,13.062,7.880,7.611,8.146,9.208,9.691,9.100,9.692,11.517,8.796,9.383,8.821,8.488,8.358,8.417,
129,9.324,9.092,9.662,8.783,8.174,8.234,9.201,9.315,9.034,,13.081,8.132,7.912,8.317,9.572,9.876,9.411,10.042,11.613,8.930,9.687,8.917,8.871,8.542,8.412,
130,9.681,9.275,9.708,8.790,8.403,8.495,9.336,8.954,9.141,,13.101,8.183,8.356,8.367,9.810,9.847,9.500,10.275,11.479,9.138,9.875,8.958,9.125,8.887,8.325,
131,9.811,9.333,9.664,9.094,8.799,8.749,9.317,9.139,9.255,,13.121,8.215,8.590,8.511,9.694,9.909,9.650,10.158,11.508,9.246,9.992,8.888,9.204,8.754,8.329,
132,9.984,9.400,9.778,9.583,9.185,8.856,9.343,9.579,9.377,,13.140,8.160,8.931,8.537,9.685,9.872,9.769,10.200,11.704,9.250,10.163,9.308,9.713,8.812,8.163,
133,9.802,9.404,9.817,9.749,9.354,8.787,9.398,9.741,9.662,,13.160,8.246,9.225,8.725,9.769,9.854,9.831,10.054,11.383,9.237,10.400,9.742,9.938,9.179,8.179,
134,10.005,9.700,9.995,9.918,9.282,9.000,9.435,10.023,10.116,,13.180,8.424,9.590,8.900,9.935,9.828,9.938,10.246,11.871,9.150,10.582,9.612,9.963,9.721,8.529,
135,9.918,9.938,10.289,10.186,9.509,9.137,9.581,10.160,10.447,,13.200,8.653,9.775,8.688,10.150,10.048,10.177,10.767,12.246,9.212,10.846,9.392,9.925,10.121,8.475,
136,9.984,9.971,10.473,10.737,9.799,9.359,9.817,10.299,10.628,,13.219,8.595,10.044,8.631,10.324,9.952,10.323,11.246,12.117,9.267,11.104,9.400,9.817,10.667,8.625,
137,10.032,9.958,10.667,10.315,9.955,9.435,9.951,10.278,10.933,,13.239,8.979,10.227,8.847,10.384,10.079,10.362,11.513,12.341,9.467,11.375,9.663,9.996,10.908,8.867,
138,10.183,9.963,10.861,10.404,9.942,9.287,10.435,10.396,11.256,,13.259,9.454,10.150,9.232,10.222,10.634,10.312,11.663,12.808,9.829,11.354,9.896,10.154,10.808,9.038,
139,10.437,10.103,10.938,10.561,9.817,9.046,10.521,10.275,11.343,,13.278,9.694,10.164,9.545,10.025,10.815,10.480,11.846,12.746,10.058,11.179,10.088,10.263,10.538,9.304,
140,10.568,10.194,11.060,10.684,10.104,8.894,10.840,10.405,11.183,,13.298,9.857,9.979,9.839,9.896,10.986,10.642,11.763,12.629,10.229,11.304,9.979,10.454,10.063,9.179,
141,10.991,10.397,11.030,10.798,10.280,9.218,10.919,10.340,11.037,,13.319,10.157,9.865,9.980,9.919,11.069,10.900,11.954,12.533,10.254,11.483,10.196,10.571,9.775,9.163,
142,11.258,10.700,11.051,11.227,10.069,9.627,11.153,10.600,10.866,,13.338,10.225,9.882,10.035,10.037,10.965,11.158,12.267,12.779,10.417,11.725,10.904,10.617,9.846,9.158,
143,,10.883,11.065,11.093,9.995,9.833,11.227,10.928,10.924,,13.358,10.025,10.116,10.114,10.201,11.088,11.324,12.529,12.892,10.700,11.963,10.967,10.546,9.800,9.342,
